#band,wavelength,rms_uJy,flux_uJy
VIRCAM_Ks,2.146,2.4141235316711853,14.957674816280539
DECaLS_z,0.926,0.5304745059787855,5.652615011467734
DECaLS_i,0.784,0.28364625338495275,0.30158237021145884
DECaLS_g,0.473,0.16916204291311807,0.07586429429695793
VIRCAM_Y,1.02,0.901865365518392,11.350306713196307
DECaLS_r,0.642,0.6801596777929951,0.039331510233803844
VIRCAM_H,1.63,2.071636265226876,10.784492973204301
VIRCAM_J,1.22,1.8558127662239976,12.515519064404284

